Image Filename,Caption,Cleaned Caption
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_101.jpeg,What is #COP29 and why does it matter? Discover why were pushing for bold clean energy initiatives global climate finance and more! See how scientists Indigenous leaders and people like you are leading the fight. Follow us #OnthegroundCOP29 for updates. Link in our bio.,what is #cop29 and why does it matter discover why were pushing for bold clean energy initiatives global climate finance and more see how scientists indigenous leaders and people like you are leading the fight follow us #onthegroundcop29 for updates link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_102.jpeg,It s #BlackHistoryMonth and we re uplifting Black environmental leaders who have been on the front lines of justice for generations. Their fight is ours and their impact is undeniable calling us to action and reminding us there s still work to do.   Swipe to see their powerful words.,it s #blackhistorymonth and we re uplifting black environmental leaders who have been on the front lines of justice for generations their fight is ours and their impact is undeniable calling us to action and reminding us there s still work to do swipe to see their powerful words
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_103.jpeg,Tucson Unified School District just passed one of the boldest most comprehensive climate action resolutions in the US thanks to student advocates in the Arizona Youth Climate Coalition. Your school could be next. On Monday March 24 at 8 PM ET students in the Green Schools Campaign network are coming together to learn from the Arizona Youth Climate Coalition and plan their next steps for clean energy victories in schools nationwide. If you re a student fighting for a clean energy transition in schools (or ready to start) this call is for you. Don t wait sign up to attend on March 24!! bit.ly/GSCstudentcall.,tucson unified school district just passed one of the boldest most comprehensive climate action resolutions in the us thanks to student advocates in the arizona youth climate coalition your school could be next on monday march 24 at 8 pm et students in the green schools campaign network are coming together to learn from the arizona youth climate coalition and plan their next steps for clean energy victories in schools nationwide if you re a student fighting for a clean energy transition in schools or ready to start this call is for you don t wait sign up to attend on march 24 bitlygscstudentcall
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_104.jpeg,Bigger changes must come from world leaders and officials who can hold fossil fuel companies accountable. Tell the G20 to #EndFossilFuels handouts. #IsOurPlanetHappy,bigger changes must come from world leaders and officials who can hold fossil fuel companies accountable tell the g20 to #endfossilfuels handouts #isourplanethappy
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_105.jpeg,We dont have the winters we used to have. #IsOurPlanetHappy? His answer is no and he has a word for #fossilfuel companies #EndFossilFuel,we dont have the winters we used to have #isourplanethappy his answer is no and he has a word for #fossilfuel companies #endfossilfuel
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_106.jpeg,When Ajay Banga took over as WorldBank president a year ago we had five demands:  Increase support for climate projects to 50% of lending.  Enhance debt relief for climate-vulnerable nations.  Triple climate financing to $100 billion annually within five years.  Increase access to fair credit for Global South nations.  End all bank lending for #fossilfuels.So how did the bank do in the past year on supporting a #JustTransition and meeting #ClimateFinance needs now?,when ajay banga took over as worldbank president a year ago we had five demands increase support for climate projects to 50 of lending enhance debt relief for climatevulnerable nations triple climate financing to 100 billion annually within five years increase access to fair credit for global south nations end all bank lending for #fossilfuelsso how did the bank do in the past year on supporting a #justtransition and meeting #climatefinance needs now
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_107.jpeg,#IsOurPlanetHappy The earth is hurting and its letting us know it. This is why we have to educate ourselves and take action. Education to action starts with you join our next Climate Reality leadership training at our link in bio.,#isourplanethappy the earth is hurting and its letting us know it this is why we have to educate ourselves and take action education to action starts with you join our next climate reality leadership training at our link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_108.jpeg,But don t take our word for it - we clearly aren t biased  . See for yourself by joining our Climate Reality Leadership Corps training in Paris 28-30 March! Gain insights from leaders work with grassroots advocates and more! Click the link in our bio to learn more #ClimateAmbitionTour.,but don t take our word for it we clearly aren t biased see for yourself by joining our climate reality leadership corps training in paris 2830 march gain insights from leaders work with grassroots advocates and more click the link in our bio to learn more #climateambitiontour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_109.jpeg,Hear how she feels and take action at bit.ly/G20Subsidies.#IsOurPlanetHappy #ActOnClimate #EndFossilFuels,hear how she feels and take action at bitlyg20subsidies#isourplanethappy #actonclimate #endfossilfuels
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_110.jpeg,Students across the US are DONE waiting. They re taking #ClimateAction into their own hands and pushing schools to ditch outdated fossil fuels for clean just energy. Now it s your turn to lead the charge! The Green Schools Campaign gives you the tools training and support to make real change in your school   whether you re just getting started or ready to take your advocacy to the next level. Ready to shake things up? Join us on February 10 at 8 PM ET for an intro to the Green Schools Campaign. Let s make an impact together! Sign up now via the link in our bio.,students across the us are done waiting they re taking #climateaction into their own hands and pushing schools to ditch outdated fossil fuels for clean just energy now it s your turn to lead the charge the green schools campaign gives you the tools training and support to make real change in your school whether you re just getting started or ready to take your advocacy to the next level ready to shake things up join us on february 10 at 8 pm et for an intro to the green schools campaign let s make an impact together sign up now via the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_111.jpeg,Rome wasnt built in a day but a future Climate Reality Leader can be inspired in one. Step into Romes historic streets for our latest Climate Reality Leadership Training and learn network and fight for a just sustainable future together. Join the climate leadership community by attending the training this June. It s free! BIT.LY/JOINROME24,rome wasnt built in a day but a future climate reality leader can be inspired in one step into romes historic streets for our latest climate reality leadership training and learn network and fight for a just sustainable future together join the climate leadership community by attending the training this june it s free bitlyjoinrome24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_112.jpeg,Our planet and communities  futures are on the line this fall. Join the ClimateReality virtual training from October 17-23 and take action right from your home. We are better together. Register at the link in our bio! #CRUSVirtual,our planet and communities futures are on the line this fall join the climatereality virtual training from october 1723 and take action right from your home we are better together register at the link in our bio #crusvirtual
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_113.jpeg,Getting involved in our local communities and supporting resilient efforts is key to #IsOurPlanetHappy. You can connect with a ClimateReality chapter near you or branch by clicking the link in our bio.,getting involved in our local communities and supporting resilient efforts is key to #isourplanethappy you can connect with a climatereality chapter near you or branch by clicking the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_114.jpeg,The world needs leaders like marie.claire.graf   and today we celebrate her extraordinary impact. As Co-Founder of the Youth Negotiators Academy Councilor of the World Future Council and a relentless advocate for climate justice Marie-Claire is shaping a more just sustainable future. Congratulations on receiving the Alfredo Sirkis Memorial Green Ring Award   a recognition of the powerful work you lead every day.,the world needs leaders like marieclairegraf and today we celebrate her extraordinary impact as cofounder of the youth negotiators academy councilor of the world future council and a relentless advocate for climate justice marieclaire is shaping a more just sustainable future congratulations on receiving the alfredo sirkis memorial green ring award a recognition of the powerful work you lead every day
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_115.jpeg,This June let Rome be your opportunity to become a Climate Reality Leader. The Climate Reality Leadership Training is your opportunity to learn and gain the skills to impact justice and sustainability in your community! Come learn network and fight for our planet. The time to #ActOnClimate is now! Apply today: BIT.LY/JOINROME24,this june let rome be your opportunity to become a climate reality leader the climate reality leadership training is your opportunity to learn and gain the skills to impact justice and sustainability in your community come learn network and fight for our planet the time to #actonclimate is now apply today bitlyjoinrome24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_116.jpeg,Join us TOMORROW as we participate in the WorldBank rally to #EndFossilFuels! During their spring meeting we ll be rallying for the World Bank to take #climateaction from 12-2 PM EDT. We NEED you there to show them that we will not back down from the fight to end the #climatecrisis. Sign up here: bit.ly/WBRALLY24 and take action at bit.ly/24WB! #FixTheFinance,join us tomorrow as we participate in the worldbank rally to #endfossilfuels during their spring meeting we ll be rallying for the world bank to take #climateaction from 122 pm edt we need you there to show them that we will not back down from the fight to end the #climatecrisis sign up here bitlywbrally24 and take action at bitly24wb #fixthefinance
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_117.jpeg,Tomorrow is one of the most important days of the year and we have an opportunity for you! Donate to ClimateReality and have your gift matched dollar-for-dollar this #EarthDay to show that you care about the planet. It s just one way you can power #climateaction today. Tap the button to donate or click the #linkinbio,tomorrow is one of the most important days of the year and we have an opportunity for you donate to climatereality and have your gift matched dollarfordollar this #earthday to show that you care about the planet it s just one way you can power #climateaction today tap the button to donate or click the #linkinbio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_118.jpeg,One of the biggest climate deniers is being sworn into the Oval Office again and we cannot just idlily sit by and watch. Join us tomorrow with GreenNewDealNetwork to reclaim our power and rally together at the  Whats Next for Climate  virtual rally Jan. 21 at 8 PM ET/5 PM PT. Even as the world burns and hope feels elusive we can still achieve our climate justice goals together click the link in our bio to learn more. #ActonClimate.,one of the biggest climate deniers is being sworn into the oval office again and we cannot just idlily sit by and watch join us tomorrow with greennewdealnetwork to reclaim our power and rally together at the whats next for climate virtual rally jan 21 at 8 pm et5 pm pt even as the world burns and hope feels elusive we can still achieve our climate justice goals together click the link in our bio to learn more #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_119.jpeg,There are only a few hours left to triple your impact this #EarthDay. We need all the help we can get in sustaining our work to fight the #climatecrisis. Are you with us? Make a matched gift before midnight tonight at this link to #ActOnClimate. Tap the button or #linkinbio.,there are only a few hours left to triple your impact this #earthday we need all the help we can get in sustaining our work to fight the #climatecrisis are you with us make a matched gift before midnight tonight at this link to #actonclimate tap the button or #linkinbio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_120.jpeg,On #WBActionDay we demanded that the worldbank #stopfundingfossilfuels and invest in clean energy. Together with urgewald we marched to the whitehouse urging for a future that values people and the planet. You can make your voice heard too. Act now at our link in bio.,on #wbactionday we demanded that the worldbank #stopfundingfossilfuels and invest in clean energy together with urgewald we marched to the whitehouse urging for a future that values people and the planet you can make your voice heard too act now at our link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_121.jpeg,The World Bank has the power to invest in a cleaner better future but they can t if they don t #stopfundingfossilfuels. We must continue to demand real change. Join us online and in person on October 25 for a day of action. Link in our bio to learn more.,the world bank has the power to invest in a cleaner better future but they can t if they don t #stopfundingfossilfuels we must continue to demand real change join us online and in person on october 25 for a day of action link in our bio to learn more
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_122.jpeg,Were taking a break until January 2 to rest reflect and recharge for the year ahead   Well be back soon but until then we are wishing you a happy and healthy holiday season with those you love. Happy holidays from all of us at The Climate Reality Project! See you in 2025.,were taking a break until january 2 to rest reflect and recharge for the year ahead well be back soon but until then we are wishing you a happy and healthy holiday season with those you love happy holidays from all of us at the climate reality project see you in 2025
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_123.jpeg,catherinecflowers shows us she is all about that #ClimateAction! As an author environmental health researcher and founder of the Center for Rural Enterprise and Environmental Justice she s dedicated her career to fighting for clean water sanitation and environmental justice in rural communities. She s proof that being an environmentalist isn t just about protecting nature - it s about protecting people too. This #WomensHistoryMonth we celebrate women like Catherine - building a better more just world.,catherinecflowers shows us she is all about that #climateaction as an author environmental health researcher and founder of the center for rural enterprise and environmental justice she s dedicated her career to fighting for clean water sanitation and environmental justice in rural communities she s proof that being an environmentalist isn t just about protecting nature it s about protecting people too this #womenshistorymonth we celebrate women like catherine building a better more just world
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_124.jpeg,You may not be able to join us in person on the REALITY  Tour but for the first time ever you can experience Al Gore s powerful climate presentation   live and online on March 28. This is more than just a talk. It s a wake-up call a rallying cry and a moment you don t want to miss. See the climate crisis and the solutions we have at hand - straight from Al Gore himself. Be part of the moment. Don t wait sign up now! Link in bio.#TheRealityTour #ThisIsReality #ActOnClimate,you may not be able to join us in person on the reality tour but for the first time ever you can experience al gore s powerful climate presentation live and online on march 28 this is more than just a talk it s a wakeup call a rallying cry and a moment you don t want to miss see the climate crisis and the solutions we have at hand straight from al gore himself be part of the moment don t wait sign up now link in bio#therealitytour #thisisreality #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_125.jpeg,Like Quynh said it is time we move from climate concerns to climate action! Attend our training in Paris 28-30 March where we will have workshops led by climate leaders who will teach you how build your advocacy skills. You will become part of a global network of 3.8 million supportive climate protectors ready to #actonclimate with you. Now all that s missing is YOU! Why wait? Click the link in our bio to sign up!,like quynh said it is time we move from climate concerns to climate action attend our training in paris 2830 march where we will have workshops led by climate leaders who will teach you how build your advocacy skills you will become part of a global network of 38 million supportive climate protectors ready to #actonclimate with you now all that s missing is you why wait click the link in our bio to sign up
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_126.jpeg,The earth will be okay but to ensure #IsOurPlanetHappy we must connect with like-minded people and build strong relationships. Education to action starts with you join our next Climate Reality leadership training this fall. Sign up now at our link in bio.,the earth will be okay but to ensure #isourplanethappy we must connect with likeminded people and build strong relationships education to action starts with you join our next climate reality leadership training this fall sign up now at our link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_127.jpeg,When you know you take #Climateaction. Join us and partners on June 6 in Washington DC to demand that EximBankUS stop funding #fossilfuels. We must phase out dirty fossil fuels and prioritize clean energy solutions for everyone. Take action at bit.ly/JoinAgainstExim or click the link in our bio #EndFossilFuels,when you know you take #climateaction join us and partners on june 6 in washington dc to demand that eximbankus stop funding #fossilfuels we must phase out dirty fossil fuels and prioritize clean energy solutions for everyone take action at bitlyjoinagainstexim or click the link in our bio #endfossilfuels
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_128.jpeg,Lets celebrate #ClimateWins together!   Join us in taking action by urging G20 leaders to #EndFossilFuel subsidies to protect our planet. Together we can make a difference! #ActOnClimate at bit.ly/G20Subsidies or #linkinbio.,lets celebrate #climatewins together join us in taking action by urging g20 leaders to #endfossilfuel subsidies to protect our planet together we can make a difference #actonclimate at bitlyg20subsidies or #linkinbio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_129.jpeg,The ClimateReality Leadership Corps Virtual US Training is coming up soon! From Oct 17-23 dive into live sessions and on-demand content with our founder AlGore and experts. Ready to create change? Register now at the link in our bio.#CRUSVirtual #ACTONCLIMATE,the climatereality leadership corps virtual us training is coming up soon from oct 1723 dive into live sessions and ondemand content with our founder algore and experts ready to create change register now at the link in our bio#crusvirtual #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_130.jpeg,We have so much pollution that is killing our planet. Lets take action and fight for a cleaner planet. Sign our action to #endfossilfuel subsidies at bit.ly/G20Subsidies. #IsOurPlanetHappy #ActOnClimate,we have so much pollution that is killing our planet lets take action and fight for a cleaner planet sign our action to #endfossilfuel subsidies at bitlyg20subsidies #isourplanethappy #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_131.jpeg,She [Earth] is not happy with us but shes fighting back. Hear more about what she said and tell world leaders to take action on our and the earths behalf https://bit.ly/G20Subsidies.#IsOurPlanetHappy,she earth is not happy with us but shes fighting back hear more about what she said and tell world leaders to take action on our and the earths behalf
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_132.jpeg,Join us in Paris 28-30 March to learn about climate progress since the Paris Agreement what s left to do and how you can raise ambition at COP 30 and beyond. Become part of the Climate Reality Leadership Corps apply now for our free training! Link in bio for more information!//Rejoignez-nous   Paris du 28 au 30 mars. D couvrez ce que nous avons accompli pour le climat depuis l Accord de Paris et ce que nous allons faire. Participez et joignez vos efforts aux n tres pour proposer des actions ambitieuses lors de la COP 30 et au-del . Rejoignez le Climate Reality Leadership Corps   inscrivez-vous maintenant ! La formation est gratuite ! Lien dans la bio pour plus dinformations ! (IG),join us in paris 2830 march to learn about climate progress since the paris agreement what s left to do and how you can raise ambition at cop 30 and beyond become part of the climate reality leadership corps apply now for our free training link in bio for more informationrejoigneznous paris du 28 au 30 mars d couvrez ce que nous avons accompli pour le climat depuis l accord de paris et ce que nous allons faire participez et joignez vos efforts aux n tres pour proposer des actions ambitieuses lors de la cop 30 et audel rejoignez le climate reality leadership corps inscrivezvous maintenant la formation est gratuite lien dans la bio pour plus dinformations ig
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_133.jpeg,She shared her favorite place on Earth with us and explained why it holds such a special significance for her. We have to stop funding and advertising #fossilfuels to save our plaent  . #FavoritePlace #IsOurPlanetHappy #NoPlanetB #EarthLove,she shared her favorite place on earth with us and explained why it holds such a special significance for her we have to stop funding and advertising #fossilfuels to save our plaent #favoriteplace #isourplanethappy #noplanetb #earthlove
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_134.jpeg,Earlier today we were outside the Export-Import Bank convening in DC to send a clear message: It s time to phase out the fossil fuels driving the #climatecrisis. Which means ending all funding for coal oil and gas worldwide.If you couldnt make it today take action online by telling the leadership of the Export-Import Bank to stop the public financing of #fossilfuels. Together we can send a powerful message. https://bit.ly/EximMustStop,earlier today we were outside the exportimport bank convening in dc to send a clear message it s time to phase out the fossil fuels driving the #climatecrisis which means ending all funding for coal oil and gas worldwideif you couldnt make it today take action online by telling the leadership of the exportimport bank to stop the public financing of #fossilfuels together we can send a powerful message
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_135.jpeg,The reality is you should get ready to attend our training in Paris on 28-30 March! You will also have the chance to join the Climate Reality Leadership Corps. Deadline to sign up is today don t miss your chance to join us! Click the link in the bio for more info!,the reality is you should get ready to attend our training in paris on 2830 march you will also have the chance to join the climate reality leadership corps deadline to sign up is today don t miss your chance to join us click the link in the bio for more info
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_136.jpeg,We completely agree. With the #G7 Summit underway in Italy through June 15 the message to G7 leaders has to be clear: No backtracking on climate. Their commitments to phase out unabated coal by 2035 and end inefficient #fossilfuel subsidies must be upheld. Today during the summit and beyond global communities need to see tangible plans to turn promises into policies that rapidly replace fossil fuels with renewable energy and facilitate a just transition.,we completely agree with the #g7 summit underway in italy through june 15 the message to g7 leaders has to be clear no backtracking on climate their commitments to phase out unabated coal by 2035 and end inefficient #fossilfuel subsidies must be upheld today during the summit and beyond global communities need to see tangible plans to turn promises into policies that rapidly replace fossil fuels with renewable energy and facilitate a just transition
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_137.jpeg,The Climate Reality Leadership Corps Virtual US Training is here! From Oct 17-23 dive into live sessions networking and on-demand content with experts like our founder former Vice President Al Gore. Register now at #linkinbio. #CRUSVirtual #ACTONCLIMATE,the climate reality leadership corps virtual us training is here from oct 1723 dive into live sessions networking and ondemand content with experts like our founder former vice president al gore register now at #linkinbio #crusvirtual #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_138.jpeg,Hey have you secured your spot for our next leadership training yet? Get ready to be inspired by incredible speakers like Matteo Ward Alice Casiraghi Wopke Hoekstra Stella Levantesi Shooka Bidarian and many more! Dont miss out apply now to #LeadOnClimate! BIT.LY/JOINROME24,hey have you secured your spot for our next leadership training yet get ready to be inspired by incredible speakers like matteo ward alice casiraghi wopke hoekstra stella levantesi shooka bidarian and many more dont miss out apply now to #leadonclimate bitlyjoinrome24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_139.jpeg,We ve all heard about April showers   but they re getting heavier and now we know why. As temperatures rise so does the intensity of the storms we face. Read our blog  Historic Rainfall in the South and Midwest: What s the Climate Change Connection?  to learn more about what s in the forecast this month. Link in our bio for more info!,we ve all heard about april showers but they re getting heavier and now we know why as temperatures rise so does the intensity of the storms we face read our blog historic rainfall in the south and midwest what s the climate change connection to learn more about what s in the forecast this month link in our bio for more info
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_140.jpeg,We re officially one month out from #ElectionDay on November 5! Are you ready?Early voting is already underway in some states   if you ve been waiting to make your plan to vote this is the time. Check out our link in bio for ways to check your registration status register to vote see what s on your ballot and more.,we re officially one month out from #electionday on november 5 are you readyearly voting is already underway in some states if you ve been waiting to make your plan to vote this is the time check out our link in bio for ways to check your registration status register to vote see what s on your ballot and more
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_141.jpeg,Day One of the REALITY  Tour is here and we re thrilled to have the amazing Samira Ben Ali kicking us off in Paris! This is just the beginning. Follow along ClimateReality for all the moments inspiration and global climate action! #ThisisReality #TheRealityTour #leadwithclimatereality,day one of the reality tour is here and we re thrilled to have the amazing samira ben ali kicking us off in paris this is just the beginning follow along climatereality for all the moments inspiration and global climate action #thisisreality #therealitytour #leadwithclimatereality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_142.jpeg,We asked and they answered! Listen to what our training in Rome meant to our amazing new Climate Reality Leaders. We are excited to see how the nearly one thousand people who joined us for three days will #ActonClimate and #LeadwithClimateReality to make a difference.,we asked and they answered listen to what our training in rome meant to our amazing new climate reality leaders we are excited to see how the nearly one thousand people who joined us for three days will #actonclimate and #leadwithclimatereality to make a difference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_143.jpeg,From the Climate Science Fair to engaging panels and discussions Climate Reality was on the ground at #ClimateWeekNYC pushing for climate solutions! We shared information about our upcoming training connected with advocates and took part in key moments throughout the week including the Climate Science Fair presented by emersoncollective.The fight for climate action continues and you can join in from home   register for our free virtual training at our link in bio.,from the climate science fair to engaging panels and discussions climate reality was on the ground at #climateweeknyc pushing for climate solutions we shared information about our upcoming training connected with advocates and took part in key moments throughout the week including the climate science fair presented by emersoncollectivethe fight for climate action continues and you can join in from home register for our free virtual training at our link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_144.jpeg,He loves his favorite place for its lush greenery and its resemblance to his childhood home.   But he fears that without action on climate change it could face severe decay extreme rains and devastating droughts in just 10 years. #IsOurPlanetHappy #ClimateAction #ProtectOurPlanet #FutureOfNature,he loves his favorite place for its lush greenery and its resemblance to his childhood home but he fears that without action on climate change it could face severe decay extreme rains and devastating droughts in just 10 years #isourplanethappy #climateaction #protectourplanet #futureofnature
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_145.jpeg,Sometimes it s the smallest steps that create the biggest impact. Every dollar you give to Climate Reality this #GivingTuesday will be matched doubling your impact to fight the climate crisis. Together we can support our grassroots efforts and #actonclimate for a sustainable future. Even one person today can make a difference for generations to come. Will you help us reach our $55000 goal? Donate at the link in our bio.,sometimes it s the smallest steps that create the biggest impact every dollar you give to climate reality this #givingtuesday will be matched doubling your impact to fight the climate crisis together we can support our grassroots efforts and #actonclimate for a sustainable future even one person today can make a difference for generations to come will you help us reach our 55000 goal donate at the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_146.jpeg,Former US Vice President Al Gore will give the latest climate update in a legendary presentation on March 28 and it will be streamed straight to you live from Paris! The only thing you need to do is sign up to join our online experience now. Check out the link in our bio for more information! #TheRealityTour #ThisIsReality,former us vice president al gore will give the latest climate update in a legendary presentation on march 28 and it will be streamed straight to you live from paris the only thing you need to do is sign up to join our online experience now check out the link in our bio for more information #therealitytour #thisisreality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_147.jpeg,Happy #NationalPetDay! Today we re sharing our  staff s furry friends because they re one of the reasons we are passionate about the work we do. Climate change affects all animals including the ones closest to our hearts.Who are you fighting for? Drop a photo of your pet in the comments or tag us in your story to show your favorite four-legged (or feathered or scaly!) friend!  Learn more about the climate risks your pet faces and the preventative steps you can take in our bio.,happy #nationalpetday today we re sharing our staff s furry friends because they re one of the reasons we are passionate about the work we do climate change affects all animals including the ones closest to our heartswho are you fighting for drop a photo of your pet in the comments or tag us in your story to show your favorite fourlegged or feathered or scaly friend learn more about the climate risks your pet faces and the preventative steps you can take in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_148.jpeg,We need people who are about that action leaders ready to make a real difference. We need YOU. Join our virtual training October 17-23 and lead the fight for our future. You have 2 days left to register deadline is OCTOBER 10! #linkinbio#actonclimate #explorepage #exploremore #makeadifference,we need people who are about that action leaders ready to make a real difference we need you join our virtual training october 1723 and lead the fight for our future you have 2 days left to register deadline is october 10 #linkinbio#actonclimate #explorepage #exploremore #makeadifference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_149.jpeg,Step into the #climateaction arena in Rome from 28-30 June! A Climate Reality Leadership Training is not just a training it s an opportunity to become part of the next generation of climate champions. Meet people like you who are ready to fight for your community and the planet! Join the climate leadership community by attending the training! Apply today: BIT.LY/JOINROME24,step into the #climateaction arena in rome from 2830 june a climate reality leadership training is not just a training it s an opportunity to become part of the next generation of climate champions meet people like you who are ready to fight for your community and the planet join the climate leadership community by attending the training apply today bitlyjoinrome24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_150.jpeg,Nine years ago the world united under the #ParisAgreement to combat the climate crisis and protect lives from its devastating impacts. Today we stand with americaisallin and the 195 nations working to keep temperature rise below 2 C achieve net zero by 2050 and build a just clean energy future. But nations working together to #actonclimate is just the first step. Now we have to keep the momentum going by securing solutions for climate change and then protecting them. Discover how you can take action to advance the goals of the Paris Agreement by clicking the link in our bio.,nine years ago the world united under the #parisagreement to combat the climate crisis and protect lives from its devastating impacts today we stand with americaisallin and the 195 nations working to keep temperature rise below 2 c achieve net zero by 2050 and build a just clean energy future but nations working together to #actonclimate is just the first step now we have to keep the momentum going by securing solutions for climate change and then protecting them discover how you can take action to advance the goals of the paris agreement by clicking the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_151.jpeg,What happens when policy students climate leaders and unexpected school connections all come together and discuss at the REALITY  Tour? Kaya s about to tell you.  Dont miss out on your chance to join us and attend our next tour stop atthe Tour online at www.therealitytour.org!  #ThisIsReality #TheRealityTour,what happens when policy students climate leaders and unexpected school connections all come together and discuss at the reality tour kaya s about to tell you dont miss out on your chance to join us and attend our next tour stop atthe tour online at #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_152.jpeg,We have so much pollution that is killing our planet. Think about it then lets take action and fight for a cleaner planet. Sign our action to #endfossilfuel subsidies at bit.ly/G20Subsidies. #IsOurPlanetHappy #ActOnClimate,we have so much pollution that is killing our planet think about it then lets take action and fight for a cleaner planet sign our action to #endfossilfuel subsidies at bitlyg20subsidies #isourplanethappy #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_153.jpeg,This #EarthDay was a huge success and we have YOU to thank! But it s not just about one day   to make a real difference for the planet we have to show up every day. Will you help power our work to fight the climate crisis year-round? Making a monthly commitment is a powerful tangible way you can keep us moving forward toward a cleaner fairer future. bit.ly/24EarthMonth,this #earthday was a huge success and we have you to thank but it s not just about one day to make a real difference for the planet we have to show up every day will you help power our work to fight the climate crisis yearround making a monthly commitment is a powerful tangible way you can keep us moving forward toward a cleaner fairer future bitly24earthmonth
