Caption,Image Link,Eng. Rate by Followers,Date,Type
VICTORY!⁣Today’s groundbreaking Advisory Opinion by the International Tribunal for the Law of the Sea confirms it: Greenhouse gases harm our oceans. States must reduce GHGs to protect our seas safeguard communities and preserve biodiversity.⁣The ruling highlights the urgent need for action on climate change to protect our oceans. To do so governments must phase out fossil fuels and protect marine biodiversity. The health of our oceans is vital for the well-being of all forms of life.⁣.⁣.⁣.⁣#ITLOSAO #ClimateJustice #ProtectOurOceans⁣,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17849314035209290.jpeg,0.06527,2024-05-22 12:00 AM,IMAGE
Have you ever plunged into the Antarctic Ocean depths in a small submarine to marvel at the breathtaking marine life we don’t often get to see?⁣⁣Most people haven’t been that lucky😭⁣ ⁣But if you watch Polar Abyss you’ll be able to explore the mysterious worlds that remain hidden beneath the Antarctic and Arctic Oceans 🌊⁣⁣This is one of the short film companions to the major new documentary series Our Oceans now on Netflix.⁣⁣All the episodes aim to highlight the various connections we share with the oceans–whether it’s through the air we breathe or the food we eat because all life on Earth depends on the oceans💙⁣⁣#ProtectTheOceans,https://imgs.socialinsider.io/instagram/2024/12/greenpeace_18041734451186405.jpeg,0.06492,2024-12-02 09:03 PM,reel
🚨 BREAKING 🚨⁣⁣After a historic win earlier this year GreenpeaceNorge and NaturogUngdom are facing the Norwegian government in Court again in an effort to immediately halt the ongoing development of three illegal oil fields.⁣⁣In January an Oslo District Court ruling invalidated the previous approvals of these projects for lack of impact assessments of global climate effects. They also issued orders restraining any new permits for the fields ⁣⁣Since then the Norwegian state has appealed the decisions and ignored the injunctions.⁣⁣Taking ambitious action to address the climate emergency is a duty of states and not some favour to communities. This case is part of a movement where people across the world are holding to account those responsible for the climate and nature crises which affect fundamental human rights. ✊⁣⁣#ClimateJustice ⁣,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_17918351045971546.jpeg,0.06479,2024-09-06 03:10 PM,IMAGE
📸 Capturing Costa Ricas Conservation Triumph 🌿 ⁣⁣Did you hear of  Costa Ricas remarkable journey towards environmental sustainability? By eliminating environmentally harmful subsidies that encouraged activities such as cattle ranching Costa Rica achieved an astounding 80% reduction in deforestation rates! 🌍 ⁣⁣Could this be a role model for other regions?  Intact forest landscapes and other nature areas are our safety net and key for humanity to thrive. Get all the info in the link in bio 🔗 and sign our manifesto to #DefundNatureDestruction,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17924682743899683.jpeg,0.06464,2024-05-22 10:15 PM,CAROUSEL_ALBUM
Eight reasons to be hopeful about the future of our planet! 🌟 🌎 ⁣⁣Read our new blog highlighting key wins in the fight against the #ClimateCrisis. Link in bio 👆⁣⁣#ActOnClimate #ClimateJustice #ProtectTheOceans,https://imgs.socialinsider.io/instagram/2024/06/greenpeace_18067682557536623.jpeg,0.06456,2024-06-17 11:11 AM,CAROUSEL_ALBUM
🚨 GREENWASHING ALERT 🚨 ⁣⁣Oil and chemical companies who created ‘The Alliance to END Plastic Waste’ have produced 1000x MORE NEW PLASTIC in five years than the waste they cleaned up according to a Greenpeace Unearthed investigation.⁣⁣⁣Faulty recycling schemes like these barely make a dent in the mountain of waste these companies produce. It’s hard to imagine a clearer example of greenwashing 🤡⁣⁣⁣⁣The solution is simple: We must REDUCE plastic production at its source. The world needs a strong #PlasticsTreaty that CAPS production. No more excuses. ⁣⁣Go to the link in our Instagram bio to sign the petition to demand real action NOW.⁣⁣#unearthed #greenpeace #investigation #singleuseplastic #plasticcrisis #recycling #greenwashing,https://imgs.socialinsider.io/instagram/2024/12/greenpeace_17854327716280744.jpeg,0.06402,2024-12-06 01:10 PM,CAROUSEL_ALBUM
🙅‍♀️ You can’t gamble with the Arctic seabed! ⁣⁣greenpeacenorge protested against Loke Marine Minerals a Norwegian company that wants to start deep sea mining in the depths of the Arctic. This company is committed to mining the oceans regardless of warnings from scientists fisheries and civil society. ⁣⁣Actors and Greenpeace ambassadors gustafskarsgard and his brother valterskarsgard joined us to protect the Arctic from the deep sea mining industry and the damages it would cause to this fragile ecosystem.⁣⁣You can help us by amplifying our message: share this post! ⁣⁣#StopDeepSeaMining #SaveTheArctic #ProtectTheOceans,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18008738720429455.jpeg,0.06392,2024-10-04 07:00 PM,CAROUSEL_ALBUM
Greenpeace needs your support against Big Oil company Energy Transfer’s attempt to silence us⁣⁣A meritless lawsuit filed by energytransferlp against Greenpeace threatens our continued existence as well as the future of peaceful protest and activism around the world. ⁣⁣Check the link in our bio to sign a petition that tells Energy Transfer and all corporate bullies: I am with Greenpeace!⁣⁣For more than 50 years Greenpeace has taken action in defense of people and the planet. To ensure we can continue this work we need your support. The lawsuit against Greenpeace USA and Greenpeace International filed by Energy Transfer — a US-based fossil fuel company who is responsible for  the Dakota Access Pipeline that sparked a Indigenous-led protest movement in 2016 — makes allegations that affect people far beyond Greenpeace: Not only an attempt to undermine the Indigenous leadership of the Standing Rock movement this lawsuit aims to silence anyone with the courage to stand up to polluters in their own backyard. ⁣⁣Show your community that you support Greenpeace by sharing this post 💚⁣⁣Tell energytransferlp they cannot silence the call for a green and peaceful future by signing the petition linked in our bio ✍️,https://imgs.socialinsider.io/instagram/2025/02/greenpeace_18016910147483624.jpeg,0.06389,2025-02-01 06:58 PM,IMAGE
📣The next Global Climate Strike is 20 September⁣⁣Join the different protests mobilisations demonstrations and more happening in your country! Go to the link in bio to find the nearest action near you and strike for climate justice ✊⁣⁣#NowForFuture,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_17927050697939770.jpeg,0.06361,2024-09-09 09:00 PM,IMAGE
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣This week our photographers captured striking images from around the globe 🐬🇬🇷Greece 🇵🇱Poland 🇧🇷Brazil 🇲🇽Mexico 🇩🇰Denmark 🇺🇸US and 🇩🇪Germany. From environmental activism to natural wonders these shots encapsulate the beauty and fragility of our planet. Swipe left to discover our best photographs from the past seven days. ⁣Join us in spreading the message of environmental advocacy! 💚🌱⁣⁣#PicsOfTheWeek #Greenpeace #ProtectTheOceans #Climate #Nature #RainbowWarrior #StopDrillingStartPaying #Biodiversity⁣,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_17871886839150453.jpeg,0.06356,2024-08-10 10:00 AM,CAROUSEL_ALBUM
🚨 Earlier this year we exposed how EU financial institutions are pouring billions into projects that are tearing apart ecosystems funding deforestation and biodiversity loss. ⁣⁣Even worse they’re doing it through a loophole in the EU deforestation law that lets them off the hook.⁣⁣This loophole has to go and the EU deforestation law needs to be urgently passed. ⁣⁣It’s time for urgent action! 🌍 ⁣⁣Link in our Instagram bio ✍️⁣⁣#DefundNatureDestruction #BiodiversityCrisis #Deforestation #EU #EuropeanUnion #Banks,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18047234090057877.jpeg,0.06328,2024-10-30 12:15 PM,IMAGE
En un día histórico  se hizo justicia por ellos🐧⁣.⁣Greenpeace Argentina junto con abogadesambientalistas y fundacion_patagonia_natural celebran como organizaciones querellantes un veredicto sin precedentes por los pingüinos Magallanes. ⁣. ⁣Este es un precedente fundamental para la justicia ambiental en Argentina y una señal clara de que los crímenes ambientales no pueden quedar impunes🌎⁣.⁣Saber más cómo ayudar en la página greenpeace_arg ✊⁣#DefendamosPuntaTombo⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_17978656643784387.jpeg,0.06323,2024-11-09 12:30 AM,reel
A dozen South Sumatran residents attended Palembang District Court this morning to register a lawsuit against three plantation companies over the chronic smoke haze that has blighted their lives due to fires repeatedly burning on peatland inside the companies’ concession areas. The three companies named in the lawsuit are PT Bumi Mekar Hijau (BMH) PT Bumi Andalas Permai (BAP) and PT Sebangun Bumi Andalas Wood Industries (SBA Wood Industries).⁣⁣“The drainage and destruction of peatlands in these areas which subsequently leads to out-of-control forest fires and haze severely exacerbates the climate crisis. The increase in carbon emissions due to forest fires and haze also undermines emissions reduction efforts jeopardizing the achievement of Indonesia’s climate targets” said greenpeaceID Forest Campaigner Belgis Habiba.⁣⁣Supported by a coalition of civil society and environmental organisations called the South Sumatra Smoke Suit Initiative (Inisiasi Sumatera Selatan Penggugat Asap – ISSPA) the twelve residents are asking the court to award compensation for the deprivation of their right to a healthy environment and for environmental restoration after the fires which have harmed them both materially and immaterially.⁣⁣#RightToCleanAir #ActOnClimate #AirPollution #ClimateCrisis,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_18095566993413001.jpeg,0.0631,2024-09-08 08:23 AM,reel
GOOD NEWS: We’ve won a historic case against the Rosebank & Jackdaw oil & gas fields. 🎉Now the UK government must make a new decision on these North Sea fields taking into account their full climate impact - which should be EASY as new oil and gas fields would be a DISASTER for the climate and they’re a TERRIBLE deal for the UK.Greenpeace UK is calling for their government to support oil workers to transition into the secure green jobs of the future! 👷🏽🧑🏽‍🏭Let’s keep up the PRESSURE! 🪧 greenpeaceukAction by fossilfreelondon ✊🏽,https://imgs.socialinsider.io/instagram/2025/01/greenpeace_18058432924953567.jpeg,0.06276,2025-01-30 04:14 PM,reel
Manuel Yépez a local fisher from Galápagos is very passionate about ocean conservation. In this video he explains why.⁣Watch and share.⁣#ProtectTheOceans⁣,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17857996305157522.jpeg,0.06228,2024-05-07 09:01 PM,reel
🔥 The Unfair Truth: While big agribusiness receives the majority of support farmers like Mr. Nene get almost no support and fires are often initiated by middle and large farms creating damage to land climate and communities nearby. 😔⁣⁣According to Plano Safra in 2024 84% of rural credit went to agribusiness leaving just 15% for family farmers who grow most of the food we actually eat.  How is that fair?⁣⁣As the Amazon burns and biodiversity suffers Mr. Nene shows us there’s a better way. His shift to ecological farming proves we can farm sustainably and heal the planet💚⁣⁣Send your message of #HopeForNature to political leaders at the UN Biodiversity #COP16 and demand action to protect the Amazon and support those who are protecting our future 🌿 Link 🔗 in bio! #worldonfire ⁣.⁣.⁣.⁣.⁣#RestoreNature #PeaceWithNature #GreenpeaceCOP16 #GPCOP16⁣,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18043715090492409.jpeg,0.06195,2024-10-25 09:00 PM,reel
👏If 👏we👏can👏 challenge 👏the👏plastic 👏industry👏so👏can 👏 world governments 👏⁣ ⁣⏳ We are 11 hours into Greenpeace International activists peacefully challenging a plastic tanker waiting to load TOXIC Plastic chemicals and our 4 brave activists have a message for BIG OIL and world leaders: CUT PLASTIC PRODUCTION NOW!⁣ ⁣Watch as lead activist climber Alex Wilson brings us with them to the mast of the tanker to deliver a message to world leaders: ⁣⁣Global #PlasticsTreaty talks are being negotiated right now! This is a once-in-a-generation opportunity to tackle the plastic and climate crisis. We won’t back down until governments step up to deliver a treaty that cuts plastic production! ⁣⁣Share the video to demand a strong Plastics Treaty for people and planet! ⁣.⁣.⁣.⁣#Plastics #BreakFreeFromPlastic #ClimateCrisis #FossilFuels #EndOil #plasticpollution #realsolutions #plasticfree #zerowaste #Reuse #Refill #INC5 ⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_18034655594521229.jpeg,0.06141,2024-11-30 12:43 PM,reel
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣This week has been eventful across the globe 🌍🇿🇦🇵🇭🇫🇷🇳🇱🇮🇩. From environmental protests in South Africa targeting Unilever to severe tropical storm damage in the Philippines floods disrupting Île-de-France visual protests in The Netherlands and tensions surrounding the presidential inauguration in Indonesia. Additionally activists rallied globally and in Luxembourg ahead of UN Biodiversity COP16 with nature protection demonstrations in Germany and Colombia. ⁣⁣Swipe left to discover our best photographs from the past seven days. Join us in spreading the message of environmental advocacy! 💚🌱⁣⁣.⁣.⁣.⁣#StopDeepSeaMining #ProtectTheOceans #EndFossilFuels #ClimateAction #NatureDestruction #BiodiversityOverBanks #SystemsChange #Greenpeace #PeoplePower #RainbowWarrior #Nature #Actions,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18124748353382082.jpeg,0.06095,2024-10-27 12:05 PM,CAROUSEL_ALBUM
In a world grappling with the severe impacts of climate breakdown including increasingly frequent and devastating extreme weather events such luxury emissions are INDEFENSIBLE.⁣⁣According to a study published last Thursday in Nature Communications Earth & Environment carbon pollution from private jets has SPIKED over the past five years with many of the worlds richest people accounting for the increase.⁣⁣Time to #BanPrivateJets.⁣ ⁣Tap the link in our Instagram bio to join the movement ✍️✊,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_17984499122615510.jpeg,0.06095,2024-11-15 12:07 PM,IMAGE
Finally! 🐳⁣⁣After years of campaigning for transparent fisheries management by greenpeaceafrica fishing communities in Senegal celebrated a huge win.⁣⁣The Senegalese government made the decision to publish the list of vessels authorised to fish in the countrys national waters. It is a step towards transparency sustainability and ocean justice.⁣⁣Fishing communities in Senegal have worked tirelessly for this milestone. It deserves to be celebrated. 💥⁣⁣Head to the link in bio to find out how you support Senegals call for ocean justice ✊ ✊✊⁣.⁣.⁣.⁣#ocean #oceanlife #oceanlover #oceanbeach #fisheries #fishing #senegal #justice⁣,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17929131416776338.jpeg,0.06093,2024-05-19 02:05 PM,CAROUSEL_ALBUM
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣This week we’ve seen communities coping with floods in 🇧🇷Brazil a celebration of biodiversity in 🇩🇪Germany and climate action in both the 🇵🇭Philippines and 🇦🇺Australia. ⁣⁣⁣Swipe left to discover our best photographs from the past seven days. ⁣⁣⁣Join us in spreading the message of environmental advocacy! 💚🌱 #PicOfTheWeek #ProtectOurPlanet #Greenpeace #ClimateAction #BiodiversityAwareness #Floods⁣,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17998627928628409.jpeg,0.06052,2024-05-26 11:00 AM,CAROUSEL_ALBUM
I really wish that the wider public would wake up to what we are leaving behind for those who come after us. – Pär Mikael Åhrén Chairman of Ohredahke Sámi Community.These are testimonies from the reindeer herders of Ohredahke Sámi Community about how SCA Swedens and Europes largest private forest owner is systematically logging high conservation value forests in Sápmi. Ohredahke Sámi Community and Greenpeace have had enough of the companys ruthless clear-cutting practices and breaches of indigenous rights which threaten the climate the last remaining old-growth forests and reindeer herding.Want to learn more? A longer video with testimonies from the reindeer herders of Ohredahke Sámi Community is available on Greenpeace Swedens website with English subtitles. Link in bio.#StandWithSápmi #ProtectTheForest,https://imgs.socialinsider.io/instagram/2025/02/greenpeace_18076566115638714.jpeg,0.06046,2025-02-02 01:00 PM,reel
Juntos podemos -  y lo haremos - luchar por un planeta más verde y justo para todos ✊,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_18051844747570971.jpeg,0.06039,2024-05-08 10:45 PM,IMAGE
📣 Stop Woodside’s Drill 🙅‍♀️🚫⁣⁣And help protect Australia’s largest oceanic reef Scott Reef and the endangered wildlife that call it home. ⁣⁣#StopWoodsidesDrill,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18049642894875206.jpeg,0.06031,2024-08-20 04:30 AM,reel
🌎 La crisis climática no nos toca a todos de la misma manera.⁣⁣Tal es el caso de la comunidad de El Bosque la primera identificada como víctima de desplazamiento climático en Mexico.⁣⁣🌊 La amenaza de la erosión costera ha dejado a más de 60 familias sin hogar han perdido escuelas y pequeños negocios ante el implacable avance del mar.⁣⁣Este es un llamado que no puede esperar más. ¡Es urgente! 🚨,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_18088216717451708.jpeg,0.06024,2024-05-31 11:31 PM,reel
🌊 Dive into the heart of the ocean with us 🌊 From the Pacific to the Arctic our oceans sustain diverse cultures livelihoods and forms of life 🐟 Yet despite being the least responsible island and coastal communities are those most impacted by climate impacts such as rising sea levels and ocean acidification. Together we demand that States act on climate change and protect our common blue heritage for present and future generations. ⁣⁣Join us as we await the historic advisory opinion of the International Tribunal for the Law of the Sea (ITLOS) on climate change on Tuesday May 21st an opportunity of change for climate justice and ocean protection. ⁣.⁣.⁣.⁣🌊 #ITLOSAO #ProtectOurOceans #oceans #ocean #oceanlife #climatechange #climatecrisis #justice ⁣,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17862074553143597.jpeg,0.06001,2024-05-20 05:00 PM,CAROUSEL_ALBUM
Just a majestic humpback whale showing up in your timeline today🐋,https://imgs.socialinsider.io/instagram/2025/02/greenpeace_18259275049274464.jpeg,0.05976,2025-02-10 11:00 PM,IMAGE
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣This weeks highlights include an expedition in the 🇧🇷Brazilian wetlands an environmental exhibition in 🇯🇵Japan devastating wildfires in 🇬🇷Greece protests in 🇮🇩Indonesia and a German school honored with a climate award. ⁣⁣⁣Swipe left to discover our best photographs from the past seven days. Join us in spreading the message of environmental advocacy! 💚🌱⁣.⁣.⁣.⁣#PicsOfTheWeek #Greenpeace #Nature #Climate #Oceans #RainbowWarrior #Biodiversity #Actions #MakePollutersPay #ClimateJusticeNow #Photography,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18161366008311561.jpeg,0.05924,2024-08-25 10:30 AM,CAROUSEL_ALBUM
Tropical Storm Yagi has caused severe flooding and landslides in the #Philippines leaving at least 14 people dead. ⁣⁣As extreme weather events like these get stronger and more frequent our calls for #ClimateAction are as urgent as ever. We need to #MakePollutersPay for this fossil fuel-induced climate crisis. We need to act NOW. ⁣⁣Photo from Getty Images,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_18040668580863461.jpeg,0.05885,2024-09-04 05:09 AM,IMAGE
The #Olympics are on and all the lucky athletes have received a brand new Samsung Galaxy Z Flip6 Olympic Edition📱....powered by cutting-edge AI and fossil fuels! 😨⁣⁣Yep… as one of the major sponsors of the greenest ever Games Samsung still relies heavily on fossil fuels to make its products and according to NewWeatherInst theyre ranked as the third biggest polluter among the Olympics sponsors! 😱⁣⁣As a major tech company we think Samsung could set a better example and commit to 100% renewable energy by 2030. Do you agree? Check the link in bio and find out how you can help move Samsung to clean up its act.⁣,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_18014808035229670.jpeg,0.05875,2024-07-27 08:00 AM,reel
This will change the way you think about Dove.⁣⁣Unilever (Dove’s owners) is dumping 1700 plastic sachets EVERY SECOND into vulnerable communities. ⁣⁣Tap the link in our bio to take a stand against the misery their plastic pollution is causing and pledge to ditch Dove products until they clean up their act.⁣⁣📹 greenpeaceuk,https://imgs.socialinsider.io/instagram/2025/02/greenpeace_17954490392916685.jpeg,0.05866,2025-02-23 11:01 AM,reel
European Solidarity Centre building Gdańsk shipyard Poland.⁣.⁣Greenpeace Poland activists project messages on the side of the European Solidarity Centre building to call on the Polish government which currently holds the rotating presidency of the Council of the EU to put the urgent ratification of the Global Ocean Treaty high up on the agenda for EU governments. ⁣.⁣Demand ocean sanctuaries > see link 🔗 in bio ⁣.⁣.⁣#protecttheoceans #oceans #poland #gdansk #EU #Europe,https://imgs.socialinsider.io/instagram/2025/02/greenpeace_18092033599534979.jpeg,0.05864,2025-02-06 05:23 PM,IMAGE
🌏 Millions are calling for a Strong Global Plastics Treaty! 🌏Today poet Nikita Gill is in Busan South Korea at the final UN #PlasticsTreaty talks.Alongside Frontline activists Greenpeace wwf and breakfreefromplastic she delivered our collective petition—signed by 2.9 million — and powerful artwork by Korean artist kimmmunna.This is the last chance.🌏👐World leaders it’s time to act. The future of our planet is in your hands.Strong #PlasticsTreaty Now ✊Petition in bio & watch and share to get word leaders’ attention before talks start!,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_18044552282131190.jpeg,0.0585,2024-11-24 05:43 PM,reel
Together - #WeWillNotBeSilenced by Big Oil Bullies. ⁣.⁣Check the link in our bio to share your own message of support.,https://imgs.socialinsider.io/instagram/2025/03/greenpeace_18073439464763920.jpeg,0.05845,2025-03-21 11:21 PM,CAROUSEL_ALBUM
Extreme weather events driven by fossil fuels are harming people around the world. But historical polluters will never voluntarily start paying for the climate damage they have caused.⁣⁣Tomorrow is Earth Day. Its the right day to demand action from our governments to demand that they act now to hold the fossil fuel industry to account.⁣⁣Our hearts go out to all who have lost loved ones. We need climate justice. Now.⁣.⁣.⁣.⁣#climatejustice #climatecrisis #floods #disaster #extremeweather #earthday,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18005109644452627.jpeg,0.05837,2024-04-21 04:05 PM,CAROUSEL_ALBUM
From negotiations in Uruguay 🇺🇾 to France 🇫🇷 to Kenya 🇰🇪 and Canada 🇨🇦 this is what fighting for a strong #PlasticsTreaty has looked like over the past two years. ⁣⁣🌊It’s time we take it to the ocean!⁣⁣This month the Rainbow Warrior 🌈 will be sailing across East Asia to show world leaders what people power looks like before arriving at the last round of UN treaty talks in Busan 🇰🇷.⁣⁣Will you join the movement of almost 2 million who are already calling for a strong Global Plastics Treaty? ⁣⁣☝️ Tap the link in our bio to add your name!⁣⁣⁣#Plastics #BreakFreeFromPlastic #ClimateCrisis #FossilFuels #EndOil #plasticpollution #realsolutions #plasticfree #zerowaste #Reuse #Refill #INC5 #RainbowWarrior⁣,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_17948082092853546.jpeg,0.05765,2024-10-09 09:17 AM,reel
The science is clear – the Emperor Seamounts need urgent protection 🌊⁣⁣The way to protect the oceans is also clear —  the historic Global Ocean Treaty must be ratified by at least 60 governments so it can enter into force ✍️⁣⁣Go to the link in our bio to learn about the Emperor Seamounts ⬆️,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18023301785119459.jpeg,0.05755,2024-04-26 01:40 AM,CAROUSEL_ALBUM
When big brands like #Nescafe #Tide and #Dove talk about doing good are they really walking the talk? GreenpeacePHs creative protest shows the ugly reality behind their marketing campaigns: a seemingly never-ending cycle of plastic pollution that poses health risks to communities all over the world. ⁣⁣As we celebrate #PlasticFreeJuly let’s remember to demand action from the polluter companies responsible for this overproduction of single-use plastics. ⁣⁣Sign the petition to break free from plastics in the link in our bio. ✍️⁣⁣#BreakFreeFomPlastic #PlasticsTreaty #sustainability,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_18010577789565941.jpeg,0.05752,2024-07-18 04:08 AM,CAROUSEL_ALBUM
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣Weve witnessed a dissatisfied capybara next to a plastic bottle highlighting the devastating impact of pollution on wildlife. Additionally there have been forest fire prevention efforts in 🇮🇩Indonesia and a surge in organic market popularity in 🇩🇪Germany showing a growing global commitment to sustainable living. ⁣⁣Swipe left to discover our best photographs from the past seven days. Join us in spreading the message of environmental advocacy! 💚🌱⁣.⁣.⁣.⁣#PicsOfTheWeek #Greenpeace #PollutionAwareness #SustainabilityMatters #WildlifeProtection #ClimateActionNow #NaturePhotography #StopPlasticPollution #GreenLiving #GlobalAwareness #ClimateCrisis #EnvironmentalJustice #ProtectOurPlanet,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_18047218231910303.jpeg,0.05737,2024-09-14 02:40 PM,CAROUSEL_ALBUM
Recently some parts of the world experience intense flooding including Central Java Indonesia and Southern China impacting thousands of people and communities. Extreme weather events are getting stronger and more dangerous while fossil fuel companies are continuing to pursue profit over lives by drilling for more oil and gas.⁠⁣ #ActOnClimate NOW📸: Aji Styawan / Greenpeace📸: STRSTR/CNS/AFP via Getty Images,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18038191948808163.jpeg,0.05732,2024-04-25 09:00 AM,CAROUSEL_ALBUM
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣This week we’ve seen 🇧🇷 Brazils largest indigenous mobilization creative climate activism portraits in 🇨🇳 China and environmental messages projected in 🇩🇪 Germany and murals in 🇮🇹 Italy for World Earth Day. ⁣⁣Swipe left to discover our best photographs from the past seven days. ⁣⁣⁣Join us in spreading the message of environmental advocacy! 💚🌱 #PicOfTheWeek #ProtectOurPlanet #Greenpeace⁣,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18265445479234962.jpeg,0.05727,2024-04-28 11:00 AM,CAROUSEL_ALBUM
🌍✨ Greenpeace Pictures of the Week ✨🌿⁣⁣⁣This week weve seen protests against funding of nature destruction in 🇧🇷Brazil planned gas drilling🇩🇪Germany and deep sea mining in the 🇬🇧UK. But that’s not all! Activist called for ocean protection in 🇬🇷Greece and protection of old-growth forests in 🇨🇿Czech Republic.⁣⁣⁣Swipe left to discover our best photographs from the past seven days. ⁣⁣⁣Join us in spreading the message of environmental advocacy! 💚🌱 #PicOfTheWeek #ProtectOurPlanet #Greenpeace,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18043736098683230.jpeg,0.05714,2024-04-21 11:30 AM,CAROUSEL_ALBUM
🔥 Indonesia’s peatlands burn year after year - devastating forests endangering lives and fueling the climate crisis.⁣⁣Swipe to see what’s at stake: these lands store massive amounts of carbon shelter wildlife 🐯🌳 and protect our future. But drained for profit they’ve become fire-prone tinderboxes.⁣⁣It’s time to put people over profit. Tap ❤️ and join the call for #HopeforNature! #WorldOnFire #DefundNatureDestruction⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_17986938104738317.jpeg,0.05714,2024-11-02 08:00 AM,CAROUSEL_ALBUM
📢📢NEWS WORTH CELEBRATING🥳🥳⁣The EU Parliament just voted to ratify the Global Ocean Treaty 🎉 🎉 ⁣With a significant majority of 556 to 36 the EU vote could inspire others to ratify. ⁣At present only four countries have ratified the Treaty – Palau Chile Belize and Seychelles. Its now up to the 27 EU member states to follow in their footsteps and urgently ratify the Treaty before the next UN Ocean Conference in June 2025. This will enable governments to cover the ocean in a network of sanctuaries and to protect at least 30% of the global ocean by 2030. ⁣.⁣.⁣.⁣#ProtectTheOceans⁣,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18010025882375698.jpeg,0.05712,2024-04-24 01:38 PM,IMAGE
The EU does NOT need to expand gas supply to secure Europe’s energy ⤵️https://bit.ly/3QpNqKD Expanding fossil gas is driving us even deeper into the #climatecrisis and is in clear contradiction with the need to limit global heating to 1.5°C 🌡️🔥It’s outrageous to see Azerbaijan set to host the next UN climate summit defending plans for increasing fossil gas production which undermines the crucial call for collective action to fight the climate crisis and secure a safe future.Instead of drilling for and burning even more fossil gas we need to speed up the transition to renewable energy and improve energy efficiency ⚡☀️The time to #StopFossilGas is now.#StopDrillingStartPaying,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_17909062328861571.jpeg,0.05709,2024-05-03 02:10 PM,CAROUSEL_ALBUM
A masterpiece of destruction!⁣⁣Neptun Deep is no work of art—it’s a monstrous climate disaster in the making. Construction for Europe’s largest new fossil gas drilling project is about to begin but together we can stop it!⁣⁣Set in the Black Sea off Romania this project threatens our climate and safety. ⁣⁣Real beauty? A fossil-free future.⁣⁣🖌️ Sign the open letter now and help stop Neptun Deep and all new fossil fuel projects in Europe. Link in bio. ⁣⁣➡️ act.gp/stopfossilfuels ⁣⁣#StopFossilGas⁣,https://imgs.socialinsider.io/instagram/2025/01/greenpeace_17959894610893609.jpeg,57.0,2025-01-29 02:31 PM,CAROUSEL_ALBUM
Greenpeace activists in more than 15 cities around the world are expressing solidarity against the abusive legal tactics of US-based fossil fuel company Energy TransferLP (ET) during two sustained global weeks of action. Greenpeace International (GPI) and the Greenpeace entities in the US are currently defending against a meritless US$ 300 million lawsuit from ET related to the Indigenous-led protests against the Dakota Access Pipeline in 2016. From Paris to Indonesia this global week of action sends a clear message: “We will not be silenced!”⁣⁣Globally more and more corporations are using dirty legal tricks like SLAPP suits to intimidate and silence their critics. Hundreds of SLAPPs spanning every continent are currently in progress. This case brought by Energy Transfer is one of the most egregious and if it goes unanswered it will embolden other companies to do the same. ⁣⁣Check the link in our bio to sign a petition that tells Energy Transfer and all corporate bullies: I am with Greenpeace!,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18356571862189321.jpeg,0.05665,2024-10-09 09:17 PM,CAROUSEL_ALBUM
